,description,variety,expensive,sparkling,province
8388,"Ripe Merlot pushes through the tight tannins that are still evident in this wine. This dark, dry core dominates initially, and needs time to open up to show the vivid black currant flavors, touched with dried fruits and fresh finishing acidity.",Bordeaux-style_Red_Blend,1,0,Bordeaux
591,"This is a ripe beautifully balanced wine. It has the extra richness and density that comes from a vine produced in the close to Monte Sainte-Victoire. Full of raspberry and orange fruits, the wine has a final tangy herbal edge. Drink now.",Rosé,0,0,Provence
2572,"Despite the lower alcohol, this feels full in the mouth, softly textured, a product of the warm 2009 vintage. It is ripe, with green plums, lime and gooseberries. A good food wine, drink now. Screwcap.",Ugni_Blanc-Colombard,0,0,Southwest_France
8825,"Blackberry, kirsch and spice fill out the medium intense nose, while more vibrant notes of red cherry and plum abound on the palate. Lightweight with soft, dusty tannins and a solid finish kissed with oak. Drink now.",Red_Blend,0,0,Languedoc-Roussillon
1431,"Lemon and creamed pear flavors give this open, soft wine attractive fruitiness. The fruit is everything here, with acidity adding a crisp edge to the rounder textures. It is ready to drink.",Chardonnay,1,0,Burgundy
10125,"This Riesling has extra levels of intensity and energy that set it apart from the crowd. Explosive aromas of fresh limes and honey burst from the glass, followed by peach and citrus flavors that drip with ripeness without getting heavy or ponderous. Long and concentrated on the finish.",Riesling,0,0,Alsace
5478,"A caramel-flavored blend of Merlot and Cabernet Sauvignon, this also has fresh, fruity, red-berry-like acidity. Dry, crisp and fragrant.",Bordeaux-style_Red_Blend,0,0,Southwest_France
2315,"With its yeasty aromas and fresh, crisp acidity, this is a young-tasting Champagne. There are flavors of green apples, just a hint of toast and a dry aftertaste from the low dosage.",Chardonnay,1,0,Champagne
4685,"The aromas here are seriously woody, and that problem also appears on the palate. It has fruit, but the weight to balance is not there yet. This should develop over the next 4–5 years, but the wood is always going to be a major feature.",Bordeaux-style_Red_Blend,0,0,Bordeaux
3061,"The partner to Copains d'Abord, this wine sports a label of women having a good time at a party. The wine suits the image: fresh, fruity and juicy.",Gamay,0,0,France_Other
5304,"Taut and mineral, this is currently a wine that is waiting to reveal its power and majesty. The fruit is on a tight rein of acidity, which only slowly opens up to show mango, pineapple, crisp citrus, layers of toast and a mouth-enveloping richness. Age for at least five years, preferably 10.",Chardonnay,1,0,Burgundy
4226,"A solid, distinctly tannic wine that has structure, some juicy black fruits and a more smooth polished aftertaste from the wood aging. Herbs and spice add attractive richness. It needs 2–3 years.",Bordeaux-style_Red_Blend,0,0,Bordeaux
5420,"Full in the mouth, laced with texture and acidity, this red currant-flavored wine is crisp, with an herbal character, ready to drink but could last over the winter.",Pinot_Noir,1,0,Loire_Valley
2466,"A fine, poised wine, fresh and vibrant, which just demands to be drunk. Flavors of orange zest and white currants are balanced by layers of tannin and acidity. A delicious wine, packed with flavor. Imported by Lauber Imports.",Alsace_white_blend,1,0,Alsace
4941,"An attractively fruity wine, this is rich in cherry and light spice flavors and is laden with acidity. It has a dry set of tannins, but it is so densely juicy that it is ready to drink now.",Gamay,0,0,Beaujolais
2694,"A wine with only natural sulfur, it feels lean, with piercing acidity and firm tannins. It is young and all the elements should fall into place, but with the fruit's stalky character the wine will always be dry.",Red_Blend,1,0,France_Other
8266,"Forward and fruity, this is already developing its black plum fruit. The wine has a ripe, juicy and seemingly sweet character. With its supporting tannins, this should be ready to drink in 1–2 years.",Malbec,0,0,Southwest_France
1438,"This soft and smooth wine has just the right amount of smoky tannins to support the ripe, bitter cherry fruits and fresh acidity. It is still all fruit and certainly would benefit from aging, so drink from 2017.",Pinot_Noir,1,0,Loire_Valley
6216,"This is a splendid wine. Yes, it is more powerful than the usual aristocratic Lafites,  but it still manages to retain a special air of great elegance and presence. The fruits are black, the tannins immensely powerful, the flavors are of black figs, dates, cocoa. At the end, there is a vibrant acidity that shows through, which promises a great life for this great wine. Imported by Diageo Chateau & Estates.",Bordeaux-style_Red_Blend,1,0,Bordeaux
1220,"Ripe apple notes are pervaded by dried-fruit flavors. The palate has less aroma but is textured and defined, with echoing apple notes on the finish.",Pinot_Blanc,0,0,Alsace
7521,"This fruity wine is attractive, soft and ready to drink. It has lifted acidity, a black currant flavor, and a fine spicy character. Ready to drink.",Bordeaux-style_Red_Blend,0,0,Bordeaux
3312,"Still young, this wine is showing intense herbaceous characteristics that need to soften. Plenty of fruit between the texture needs to fill out. Hints of apples, pears and quince are all there. Drink from 2016.",Bordeaux-style_White_Blend,0,0,Bordeaux
3761,"This full-bodied wine shows evidence of oak maturation in its notes of light toast and baking spices. Those elements are supported by pleasant citrus flavors, but the result isn't completely convincing.",Viognier,1,0,Rhône_Valley
5217,"Pommery's nonvintage is very much in the light, feathery house style. It is a wine that floats in the mouth, aided by a fine mousse. The finish is soft, with delicate acidity.",Champagne_Blend,1,1,Champagne
7072,"There is a curious imbalance here between Muscat's natural honey and very insistent acidity. The result is a wine that wants to be fresh, sweet and fruity, but doesn't fully succeed.",Sparkling_Blend,0,1,France_Other
7761,"A showy, aromatic white, the '07 Côté Jardin features assertive notes of orange zest and anise around a core of wet stones. It's full bodied without being blowsy, but should be consumed over the near term.",Rhône-style_White_Blend,0,0,Rhône_Valley
1478,"Created in 1819, this vineyard surrounds a Victorian château overlooking the Loire. This wine is fruity, fresh and soft. It has attractive acidity, a light texture and perfumed acidity set in the context of apple and lime fruits. Drink now.",Sauvignon_Blanc,0,0,Loire_Valley
8333,"This is has flavors of apple and red currant, with a dry, light touch. The acidity cuts through the palate, giving it an attractive freshness, with a touch of spice and a crisp finish.",Rosé,0,0,Provence
1163,"This smooth, wood-aged blend of 80% Cabernet Sauvignon and 20% Syrah gives both spice and rich tannins. In the Provence warmth, they have blossomed together to give a wine that is ripe and full-bodied while keeping refreshing acidity at the end.",Cabernet-Syrah,1,0,Provence
6459,"Another great value from Arrogant Frog, this Viognier-Chard blend is fresh and delicious with flavors of rich wood-grilled apple, yellow florals, peach and toast. Medium weight and well balanced with a long finish. Drink now.",Chardonnay-Viognier,0,0,Languedoc-Roussillon
8677,"Opulent richness combines with an aromatic delicacy, with honey, orange and acacia. The freshness and acid-sweetness balance of Castelnau are already accessible.",Bordeaux-style_White_Blend,1,0,Bordeaux
4160,"An attractive and balanced rosé made from a diverse blend of 50% Syrah, 15% Grenache, 10% Cabernet Franc, 10% Mourvèdre, 10% Cinsault and 5% Carignan. There's great lift to the yellow peach, white cherry and wild strawberry fruit flavors, with the creamy mouth closing on a soft white pepper note. Drink now.",Rosé,0,0,Languedoc-Roussillon
8194,"This is a softly floral wine, with citrus and fresh pear notes that accompany green apple. It is ripe and fruity, with a light tang of orange on the finish. Screwcap.",Riesling,0,0,Alsace
4156,"Full-bodied wine, spiced with nutmeg and toast and give richness by sweet blackberry juice flavors. It is densely structured, rich with great fruit character as well as a powerful drive of rich tannins. Age this wine at least four years and more.",Bordeaux-style_Red_Blend,1,0,Bordeaux
4964,"A deliciously fleshy style, firmly bedded in rich fruit and toast, but with a depth of minerality and good weight. The wine has power, structure, an impressive potential.",Chardonnay,1,0,Burgundy
3607,The wine is full of rich red fruits layered with light tannins. It has weight without power but is going to be delicious and open over the medium-term. Drink from 2015.,Pinot_Noir,1,0,Burgundy
4891,"Initially, the wine appears soft, with a noticeable layer of wood. The yellow fruit comes slowly through the spice, adding fruit richness. At the end, a burst of refreshing acidity finishes the wine with a lift. Worth aging for 2–3 years. Imported by Dreyfus, Ashby & Co.",Chardonnay,1,0,Burgundy
7879,"Pure Sauvignon Blanc, this is herbal while also crisp, very fruity, bright and lively. Gooseberry juice dominates this intense wine.",Sauvignon_Blanc,0,0,Loire_Valley
5376,"Fixin is at the northern end of the Côte de Nuits, often offering good value reds. This soft, raspberry and tomato juice wine has bright acidity and freshness. The final flavor is sweeter, more jammy.",Pinot_Noir,1,0,Burgundy
