tokenized,genre,length
"['est', 'dock', 'divorc', 'per', 'rien', 'moin', 'que', 'parf', 'qui', 'n', 'entretient', 'plus', 'que', 'relat', 'épisod', 'son', 'fil', 'sa', 'fill', 'quelqu', 'minut', 'apres', 'que', 'son', 'ex', 'femm', 'époux', 'cet', 'derni', 'lui', 'ont', 'confi', 'gard', 'enfant', 'puiss', 'orag', 'éclat', 'assist', 'alor', 'spectacl', 'qui', 'boulevers', 'jam', 'sa', 'vi']",science fiction,45
"['été', 'vendu', 'sa', 'mer', 'qui', 'brutalis', 'ne', 'cess', 'tromp', 'il', 'partent', 'ensembl', 'rout', 'viv', 'miser', 'numéro', 'saltimbanqu', 'surg', 'fou', 'violon', 'poet', 'qui', 'seul', 'sait', 'parl']",drame,25
"['di', 'hard', 'retour', 'enfer', 'sa', 'quatriem', 'aventur', 'inspecteur', 'se', 'trouv', 'confront', 'nouveau', 'genr', 'terror', 'réseau', 'informat', 'national', 'qui', 'contrôl', 'absolu', 'tout', 'commun', 'transport', 'énerg', 'est', 'détruit', 'façon', 'systémat', 'plong', 'pay', 'dan', 'chaos', 'cerveau', 'qui', 'est', 'derri', 'complot', 'tout', 'calcul', 'perfect', 'presqu', 'il', 'n', 'avait', 'pas', 'prévu', 'flic', 'vieil', 'écol', 'qui', 'con', 'deux', 'trois', 'truc', 'efficac', 'déjou', 'attaqu', 'terror']",policier,58
"['angel', 'marquis', 'ange', 'jeun', 'assist', 'foment', 'd', 'complot', 'entre', 'plusieur', 'grand', 'royaum', 'vis', 'empoison', 'futur', 'afin', 'proteg', 'cet', 'danger', 'découvert', 'elle', 'est', 'envoi', 'dan', 'couvent', 'y', 'fair', 'se', 'étud', 'anné', 'passent', 'quand', 'son', 'per', 'fait', 'sort', 'prématur', 'c', 'est', 'lui', 'apprendr', 'qu', 'elle', 'est', 'promis', 'richissim', 'qu', 'dit', 'boiteux', 'défigur', 'cicatric']",historique,51
"['sa', 'fill', 'sa', 'petit', 'fill', 'viennent', 'abandon', 'monstr', 'célebr', 'masqu', 'enferm', 'dan', 'sous', 'sol', 'maison', 'dévor', 'flamm', 'griev', 'bless', 'est', 'transport', 'urgenc', 'hôpital', 'certitud', 'elle', 'vient', 'enfin', 'se', 'débarrass', 'celui', 'qui', 'harcel', 'depuis', 'toujour', 'mais', 'parvient', 'extirp', 'pieg', 'où', 'avait', 'enferm', 'son', 'bain', 'sang', 'rituel', 'recomment', 'surmont', 'sa', 'douleur', 'se', 'prépar', 'affront', 'encor', 'fois', 'elle', 'va', 'inspir', 'vill', 'entier', 'qui', 'décid', 'imit', 'se', 'soulev', 'extermin', 'ce', 'fléau', 'indestructibl', 'trois', 'géner', 'femm', 'vont', 'associ', 'poign', 'surviv', 'premi', 'massacr', 'prennent', 'chos', 'main', 'form', 'milic', 'organis', 'autour', 'chass', 'destruct', 'monstr', 'fois', 'tout', 'mal', 'meurt', 'cet', 'nuit']",horreur,93
"['argent', 'pouvoir', 'femm', 'drogu', 'tentat', 'étaient', 'là', 'port', 'main', 'autor', 'avaient', 'aucun', 'pris', 'yeux', 'sa', 'meut', 'modest', 'était', 'devenu', 'complet', 'inutil', 'était', 'jam', 'assez']",biopic,24
"['petit', 'comed', 'séduis', 'invent', 'san', 'prétent', 'évoc', 'farfelu', 'per', 'relat', 'restreint', 'ce', 'n', 'est', 'pas', 'film', 'vulgaris', 'traval', 'd', 'mais', 'c', 'est', 'bo', 'lir', 'suit']",comédie,25
"['derni', 'jed', 'héros', 'forc', 'rejoignent', 'figur', 'légendair', 'galax', 'dan', 'aventur', 'épiqu', 'qui', 'rével', 'secret', 'ancestral', 'entraîn', 'surpren', 'rével', 'pass']",science fiction,19
"['cont', 'hiv', 'avoir', 'confondu', 'perdu', 'trac', 'amour', 'vacanc', 'qui', 'elle', 'eu', 'petit', 'fill', 'quatr', 'ont', 'pass', 'elle', 'hésit', 'entre', 'amour', 'peu', 'trop', 'intellectuel', 'son', 'goût', 'celui', 'qui', 'lui', 'propos', 'suivr', 'elle', 'accept', 'mais', 'n', 'est', 'ce', 'pas', 'perdr', 'tout', 'espoir', 'retrouv', 'trac', 'qu', 'elle', 'aim', 'toujour']",drame,46
"['rocknroll', 'caïd', 'londonien', 'travaill', 'ancien', 'ce', 'qui', 'ne', 'empêch', 'pas', 'savoir', 'qui', 'graiss', 'patt', 'pouvoir', 'fair', 'pression', 'n', 'import', 'quel', 'ministr', 'promoteur', 'immobili', 'malfrat', 'vu', 'd', 'simpl', 'coup', 'fil', 'est', 'capabl', 'soulev', 'montagn', 'mais', 'comm', 'lui', 'dit', 'son', 'fidel', 'lieuten', 'est', 'train', 'chang', 'mafieux', 'pay', 'est', 'comm', 'petit', 'voyous', 'cherchent', 'tous', 'boulevers', 'regl', 'milieu', 'désorm', 'c', 'est', 'tout', 'pegr', 'londonien', 'gros', 'bonnet', 'petit', 'poisson', 'qui', 'tent', 'se', 'rempl', 'poch', 'se', 'disput', 'coup', 'siecl', 'mais', 'c', 'est', 'rock', 'star', 'toxico', 'qu', 'croi', 'mort', 'qui', 'cart', 'bien', 'main']",policier,86
"['contr', 'enquêt', 'habitud', 'd', 'être', 'confront', 'fait', 'diver', 'plus', 'dur', 'mais', 'lorsqu', 'sa', 'propr', 'fill', 'est', 'assassin', 'tout', 'bascul', 'boulevers', 'sa', 'détress', 'se', 'collègu', 'mènent', 'enquêt', 'pas', 'charg', 'suspect', 'est', 'bientôt', 'arrêt', 'puis', 'condamn', 'fond', 'sa', 'cellul', 'celui', 'que', 'tout', 'sembl', 'accus', 'clam', 'son', 'innocent', 'décid', 'd', 'écrir', 's', 'il', 'était', 'innocent', 'fac', 'douleur', 'per', 'qui', 'obtenu', 'justic', 'dout', 'flic', 's', 'install', 'peu', 'peu', 'contr', 'enquêt', 'solitair', 'commenc']",policier,68
"['derni', 'part', 'trilog', 'apres', 'trois', 'criminel', 'enfer', 'ont', 'miracul', 'survécu', 'leur', 'blessur', 'tous', 'trois', 'emprison', 'chacun', 'leur', 'côt', 'il', 'deviennent', 'sujet', 'fascin', 'journal', 'objet', 'cult', 'leur', 'fan', 'plus', 'plus', 'nombreux', 'apres', 'repos', 'bien', 'mérit', 'faucheur', 'vi', 's', 'évadent', 'repartent', 's', 'adon', 'leur', 'passion', 'destruct']",horreur,44
"['marqu', 'system', 'alarm', 'est', 'arrêt', 'fait', 'mineur', 'envoi', 'prison', 'mois', 'afin', 'gagn', 'respect', 'détenus', 'il', 'se', 'fait', 'pass', 'gen', 'cass', 'dont', 'person', 'ne', 'connaît', 'visag', 'quinz', 'jour', 'avant', 'sa', 'sort', 'braqueur', 'nom', 'fait', 'évad', 'emmen', 'afin', 'il', 'particip', 'cass', 'dont', 'commanditair', 'besoin', 'talent']",policier,43
"['dit', 'est', 'tueur', 'gag', 'alor', 'qu', 'il', 'sort', 'bureau', 'où', 'git', 'cadavr', 'sa', 'derni', 'cibl', 'il', 'crois', 'pianist', 'club', 'dep', 'd', 'bon', 'alib', 'il', 'est', 'suspect', 'meurtr', 'commissair', 'charg', 'enquêt', 'lorsqu', 'elle', 'est', 'interrog', 'celui', 'ci', 'pianist', 'feint', 'ne', 'pas', 'reconnaîtr', 'cherch', 'comprendr', 'raison', 'laquel', 'jeun', 'femm', 'agi', 'sort']",policier,49
"['liv', 'dan', 'anné', 'malgr', 'alcool', 'coul', 'flot', 'dan', 'bar', 'clandestin', 'tenus', 'mafi', 'il', 'suff', 'd', 'peu', 'd', 'ambit', 'd', 'audac', 'se', 'fair', 'plac', 'soleil', 'fil', 'chef', 'polic', 'rejet', 'depuis', 'longtemp', 'éduc', 'tres', 'strict', 'son', 'per', 'men', 'vi', 'criminel', 'pourt', 'mêm', 'chez', 'voyous', 'il', 'exist', 'cod', 'd', 'honneur', 'que', 'n', 'hésit', 'pas', 'bafou', 'il', 'se', 'met', 'dos', 'puiss', 'caïd', 'lui', 'vol', 'son', 'argent', 'sa', 'petit', 'ami', 'sa', 'liaison', 'passionnel', 'ne', 'tard', 'pas', 'provoqu', 'chaos', 'entre', 'vengeanc', 'trahison', 'ambit', 'contrari', 'quitt', 's', 'impos', 'sein']",policier,82
"['rêv', 'jour', 'est', 'temp', 'il', 'rest', 'avant', 'que', 'divorc', 'entre', 'détenu', 'récidiv', 'ne', 'soit', 'prononc', 'qui', 'rêv', 'libert', 'pourr', 'alor', 'vivr', 'plein', 'son', 'amant', 'mais', 'est', 'relâch', 'plus', 'tôt', 'que', 'prévu', 'loi', 'tunisien', 'pun', 'séver', 'adulter', 'va', 'alor', 'devoir', 'jongl', 'entre', 'son', 'travail', 'se', 'enfant', 'son', 'mar', 'son', 'amant', 'défi', 'justic']",drame,51
"['spiral', 'travaill', 'dan', 'ombre', 'son', 'per', 'légend', 'local', 'polic', 'lieuten', 'son', 'nouveau', 'partenair', 'enquêtent', 'ser', 'meurtr', 'macabr', 'dont', 'mod', 'opératoir', 'rappel', 'étrang', 'celui', 'tueur', 'ser', 'qui', 'sev', 'jad', 'dan', 'vill', 'pris', 'pieg', 'san', 'savoir', 'se', 'retrouv', 'centr', 'stratagem', 'terrifi', 'dont', 'tueur', 'tir', 'ficel']",horreur,43
"['trans', 'nos', 'jour', 'réfugi', 'fui', 'forc', 'occup', 'fascist', 'rêvent', 'embarqu', 'parm', 'eux', 'prend', 'ident', 'écrivain', 'qui', 'est', 'suicid', 'échapp', 'se', 'persécuteur', 'il', 'profit', 'son', 'vis', 'tent', 'rejoindr', 'tout', 'chang', 'lorsqu', 'tomb', 'amour', 'mystéri', 'quêt', 'désesper', 'homm', 'elle', 'aim', 'san', 'lequel', 'elle', 'ne', 'part', 'pas']",drame,44
"['apocalyps', 'zomb', 'trois', 'scout', 'amis', 'depuis', 'toujour', 'allient', 'serveux', 'badass', 'deven', 'équip', 'héros', 'plus', 'improb', 'il', 'soit', 'quand', 'leur', 'paisibl', 'vill', 'est', 'ravag', 'invas', 'zomb', 'il', 'vont', 'devoir', 'se', 'battr', 'survivr', 'mettr', 'leur', 'compétent', 'scout', 'prof', 'sauv', 'human', 'zomb']",horreur,39
"['hellrais', 'pact', 'dur', 'voyag', 'entre', 'possess', 'd', 'boît', 'malef', 'qui', 'transport', 'dan', 'mond', 'imaginair', 'mais', 'arriv', 'plac', 'monstrueux', 'créatur', 'dévorent', 'quelqu', 'anné', 'plus', 'tard', 'son', 'frer', 'son', 'épous', 'emménagent', 'dan', 'maison', 'san', 'se', 'dout', 'que', 'esprit', 'ce', 'derni', 'y', 'rôd', 'encor', 'alor', 'qu', 'goutt', 'sang', 'accidentel', 'tomb', 'sol', 'monstr', 'se', 'réveil', 'part', 'quêt', 'chair', 'fraîch']",horreur,55
"['san', 'limit', 'adel', 'son', 'mar', 'habitent', 'où', 'travaill', 'dan', 'ranch', 'tres', 'ais', 'famill', 'gagn', 'estim', 'patriarch', 'caleb', 'ce', 'qui', 'déclench', 'jalous', 'son', 'fil', 'matin', 'suiv', 'déchain', 'nocturn', 'violenc', 'annuel', 'group', 'masqu', 'attaqu', 'famill', 'dont', 'femm', 'sa', 'sœur', 'forc', 'deux', 'famill', 'unir', 'organis', 'ripost', 'alor', 'que', 'pay', 'enti', 'sombr', 'dan', 'spiral', 'chaos', 'que', 'se', 'désagrègent', 'pet', 'pet', 'autour', 'eux']",horreur,58
"['jour', 'san', 'maman', 'd', 'grand', 'enseign', 'bricolag', 'est', 'pass', 'deven', 'numéro', 'sa', 'boît', 'c', 'est', 'moment', 'que', 'chois', 'sa', 'femm', 'fair', 'paus', 'prendr', 'air', 'quelqu', 'jour', 's', 'occup', 'd', 'elle', 'se', 'retrouv', 'alor', 'seul', 'devoir', 'ger', 'maison', 'leur', 'quatr', 'enfant', 'il', 'est', 'vit', 'dépass', 'éven', 'jour', 'san', 'maman', 'qui', 'risquent', 'bien', 'fair', 'capot', 'sa', 'nomin']",comédie,55
"['apres', 'avoir', 'particip', 'séanc', 'spirit', 'se', 'ami', 'jeun', 'fill', 'est', 'assaill', 'créatur', 'surnaturel', 'qui', 'menacent', 's', 'prendr', 'sa', 'famill', 'seul', 'cas', 'activ', 'paranormal', 'officiel', 'reconnu', 'polic', 'espagnol']",horreur,27
"['connaît', 'chanson', 'suit', 'malentendu', 's', 'éprend', 'ce', 'derni', 'séduis', 'agent', 'immobili', 'patron', 'tent', 'vendr', 'appart', 'soeur', 'est', 'décid', 'achet', 'cet', 'appart', 'malgr', 'désapprob', 'muet', 'son', 'mar', 'celui', 'ci', 'support', 'mal', 'réapparit', 'apres', 'longu', 'anné', 'd', 'absenc', 'vieux', 'complic', 'd', 'qui', 'devient', 'confident']",romance,42
"['fil', 'magistrat', 'grand', 'avocat', 'revient', 'dan', 'petit', 'vill', 'son', 'enfanc', 'où', 'son', 'per', 'qu', 'il', 'n', 'pas', 'revu', 'depuis', 'longtemp', 'est', 'soupçon', 'meurtr', 'il', 'décid', 'alor', 'men', 'enquêt', 'découvr', 'vérit', 'chemin', 'fais', 'renou', 'sa', 'famill', 'laquel', 'il', 'avait', 'pris', 'se', 'distanc']",drame,41
"['puiss', 'homm', 'd', 'affair', 'est', 'retrouv', 'sauvag', 'assassin', 'enquêt', 'est', 'confi', 'flic', 'integr', 'désabus', 'quêt', 'réhabilit', 'suit', 'précédent', 'affair', 'qui', 'mal', 'tourn', 'tres', 'vit', 'se', 'soupçon', 'se', 'portent', 'auteur', 'polar', 'dont', 'derni', 'roman', 'decr', 'moindr', 'détail', 'meurtr', 'pourt', 'gard', 'confidentiel', 'peu', 'peu', 'enquêt', 'plong', 'dan', 'mond', 'souterrain', 'perver', 'terrifi', 'où', 'cohabitent', 'sex', 'corrupt', 'cet', 'affair', 'dont', 'enjeux', 'dep', 'saur', 't', 'il', 'affront', 'se', 'propr', 'secret', 'plus', 'sombr', 'afin', 'découvr', 'terrifi', 'vérit']",policier,71
"['suicid', 'dan', 'vill', 'américain', 'tranquill', 'puritain', 'anné', 'soix', 'dix', 'treiz', 'tent', 'se', 'suicid', 'elle', 'quatr', 'soeur', 'jol', 'adolescent', 'cet', 'incident', 'éclair', 'd', 'jour', 'nouveau', 'mod', 'vi', 'tout', 'famill', 'histoir', 'relat', 'intermédiar', 'vision', 'garçon', 'voisinag', 'obsed', 'ce', 'soeur', 'mystéri', 'dépeint', 'cynism', 'vi', 'adolescent', 'pet', 'pet', 'famill', 'se', 'referm', 'fill', 'reçoivent', 'rapid', 'interdict', 'sort', 'alor', 'que', 'situat', 's', 'enlis', 'garçon', 'envisagent', 'secour', 'fill']",drame,61
"['autr', 'dan', 'immens', 'demeur', 'victorien', 'isol', 'île', 'situ', 'larg', 'vit', 'jeun', 'femm', 'pieus', 'se', 'deux', 'enfant', 'journ', 'sont', 'longu', 'cet', 'mer', 'famill', 'qui', 'pass', 'tout', 'son', 'temp', 'éduqu', 'se', 'enfant', 'leur', 'inculqu', 'se', 'princip', 'religi', 'atteint', 'd', 'mal', 'étrang', 'ne', 'doivent', 'aucun', 'cas', 'être', 'expos', 'lumi', 'jour', 'il', 'vivent', 'donc', 'reclus', 'dan', 'ce', 'manoir', 'obscur', 'tous', 'rideau', 'tir', 'jour', 'd', 'épais', 'brouillard', 'trois', 'person', 'frappent', 'port', 'manoir', 'isol', 'quêt', 'travail', 'qui', 'just', 'besoin', 'd', 'aid', 'entretien', 'parc', 'ains', 'que', 'nouvel', 'nounou', 'se', 'enfant', 'engag', 'lor', 'éven', 'étrang', 'surviennent', 'dan', 'demeur']",horreur,90
"['vi', 'dix', 'apres', 'mort', 'vedet', 'télévis', 'américain', 'jeun', 'acteur', 'se', 'remémor', 'correspond', 'jad', 'entretenu', 'cet', 'homm', 'mêm', 'que', 'impact', 'que', 'ce', 'lettr', 'ont', 'eu', 'leur', 'vi', 'respect']",drame,27
"['tueur', 'professionnel', 'est', 'soudain', 'pris', 'cibl', 'poursuiv', 'mystéri', 'jeun', 'agent', 'qui', 'peut', 'prédir', 'chacun', 'se', 'mouv']",science fiction,16
"['jean', 'lou', 'réalis', 'rentr', 'chez', 'lui', 'que', 'son', 'coeur', 's', 'est', 'arrêt', 'plus', 'seul', 'batt', 'dan', 'sa', 'poitrin', 'aucun', 'poul', 'rien', 'pourt', 'il', 'est', 'conscient', 'il', 'parl', 'se', 'déplac', 'est', 'il', 'encor', 'viv', 'est', 'il', 'déjà', 'mort', 'ni', 'son', 'ami', 'vétérinair', 'ni', 'sa', 'femm', 'ne', 'trouvent', 'd', 'expliqu', 'cet', 'étrang', 'phénomen', 'alor', 'que', 'jean', 'lou', 'paniqu', 'se', 'tourn', 'ver', 'sa', 'coach', 'vi', 'peu', 'gourou', 'pas', 'tout', 'fait', 'marabout', 'mais', 'tres', 'connect', 'forc', 'occult', 'elle', 'solut', 'qui', 'va', 'mettr', 'jean', 'lou', 'fac', 'tabou', 'ultim']",comédie,83
"['thelm', 'jeun', 'timid', 'étudi', 'vient', 'quitt', 'maison', 'se', 'tres', 'dévot', 'parent', 'situ', 'côt', 'ouest', 'aller', 'étudi', 'dan', 'univers', 'd', 'oslo', 'là', 'elle', 'se', 'sent', 'irrésistibl', 'secret', 'attir', 'tres', 'bel', 'tout', 'sembl', 'se', 'pass', 'plutôt', 'bien', 'mais', 'elle', 'fait', 'jour', 'bibliothequ', 'cris', 'd', 'épileps', 'd', 'violenc', 'inouï', 'peu', 'peu', 'se', 'sent', 'submerg', 'intens', 'se', 'sent', 'qu', 'elle', 'n', 'ose', 'avou', 'pas', 'mêm', 'elle', 'mêm', 'devient', 'proi', 'cris', 'plus', 'plus', 'fréquent', 'paroxyst', 'il', 'devient', 'bientôt', 'évident', 'que', 'ce', 'attaqu', 'sont', 'réalit', 'symptôm', 'facult', 'surnaturel', 'danger', 'se', 'retrouv', 'alor', 'confront', 'son', 'pass', 'lourd', 'tragiqu', 'impliqu', 'ce', 'pouvoir']",horreur,94
"['charl', 'angel', 'ange', 'déchaînent', 'lorsqu', 'témoin', 'proteg', 'programm', 'gouvernemental', 'commencent', 'tomb', 'comm', 'mouch', 'c', 'est', 'que', 'quelqu', 'mis', 'main', 'deux', 'anneau', 'qui', 'fois', 'rassembl', 'révèlent', 'list', 'crypt', 'ceux', 'qui', 'ont', 'contribu', 'fair', 'arrêt', 'plus', 'grand', 'criminel', 'récuper', 'envoi', 'se', 'trois', 'arme', 'secret', 'tous', 'talent', 'charm', 'trois', 'demoisel', 'ne', 'suff', 'pas', 'perc', 'myster', 'elle', 'vont', 'devoir', 'affront', 'person', 'qui', 'fut', 'jad', 'dan', 'leur', 'camp', 'son', 'côt', 'va', 'devoir', 'fair', 'fac', 'terribl', 'secret', 'qui', 'met', 'péril', 'vi', 'se', 'deux', 'ami']",policier,78
"['tout', 'autour', 'nous', 'milieu', 'aveugl', 'famill', 'bourgeois', 'européen']",drame,8
"['cost', 'thing', 'los', 'lyc', 'pay', 'servic', 'd', 'cheerlead', 'qu', 'elle', 'se', 'fass', 'pass', 'sa', 'petit', 'ami']",comédie,16
"['renaiss', 'que', 'fer', 'vous', 'si', 'vous', 'propos', 'vivr', 'éternel', 'richissim', 'homm', 'affair', 'new', 'york', 'atteint', 'malad', 'incur', 'se', 'voit', 'propos', 'oper', 'révolutionnair', 'mystéri', 'group', 'transfer', 'son', 'esprit', 'dan', 'corp', 'substitu', 'envelopp', 'vid', 'nouveau', 'corp', 'jeun', 'athlet', 'prolong', 'sa', 'vi', 'comment', 'résist', 'tel', 'proposit', 'proced', 'transfert', 'redécouvr', 'joi', 'jeuness', 'lux', 'femm', 'dan', 'son', 'nouveau', 'corp', 'jour', 'où', 'découvr', 'terribl', 'secret', 'oper', 'secret', 'lequel', 'est', 'prêt', 'tu']",science fiction,65
"['recherch', 'bonheur', 'représent', 'commerc', 'mal', 'gagn', 'sa', 'vi', 'il', 'jongl', 's', 'sort', 'mais', 'sa', 'compagn', 'support', 'moin', 'moin', 'leur', 'précar', 'elle', 'fin', 'quitt', 'leur', 'pet', 'garçon', 'cinq', 'toph', 'désorm', 'seul', 'respons', 'son', 'fil', 'se', 'démen', 'décroch', 'job', 'san', 'succes', 'lorsqu', 'il', 'obtient', 'final', 'stag', 'dan', 'prestigi', 'firm', 'courtag', 'il', 'se', 'don', 'fond', 'mêm', 'si', 'moment', 'il', 'n', 'est', 'pas', 'pai', 'incap', 'regl', 'son', 'loi', 'il', 'se', 'retrouv', 'ru', 'toph', 'per', 'fil', 'dorment', 'dan', 'foyer', 'gar', 'cherch', 'refug', 'fortun', 'jour', 'jour', 'perdu', 'dan', 'pir', 'épreuv', 'sa', 'vi', 'continu', 'veil', 'toph', 'puis', 'dan', 'affect', 'confianc', 'son', 'fil', 'forc', 'surmont', 'obstacl']",biopic,98
"['lieuten', 'polic', 'est', 'charg', 'politicien', 'ambiti', 'proteg', 'gangst', 'dont', 'témoignag', 'est', 'capital', 'dan', 'proces', 'où', 'est', 'impliqu', 'homm', 'polit', 'malgr', 'précaut', 'pris', 'se', 'homm', 'est', 'griev', 'bless', 'puis', 'achev', 'son', 'lit', 'd', 'hôpital', 's', 'aperçoit', 'alor', 'que', 'victim', 'n', 'était', 'pas', 'vrai']",policier,42
"['est', 'inventeur', 'prototyp', 'bateau', 'chanti', 'naval', 'dirig', 'd', 'poign', 'fer', 'ce', 'derni', 'renvoi', 'concepteur', 'appren', 'fiasco', 'leur', 'exemplair', 'avant', 'd', 'apprendr', 'que', 'celui', 'appel', 'est', 'franc', 'succes', 'déçu', 'se', 'tourn', 'ver', 'autr', 'chanti', 'ger', 'met', 'vent', 'qui', 'se', 'vend', 'mass', 'envieux', 'tent', 'alor', 'reconquer', 'sa', 'création']",comédie,46
"['brill', 'étudi', 'médecin', 'réuss', 'convaincr', 'quelqu', 'se', 'condiscipl', 'aid', 'provoqu', 'son', 'propr', 'arrêt', 'cardiaqu', 'atteindr', 'delà', 'qui', 'croit', 'il', 'pourr', 'lui', 'don', 'quelqu', 'répons', 'mort', 'donc', 'vi']",horreur,27
"['myster', 'chambr', 'jaun', 'jeun', 'report', 'accompagn', 'son', 'ami', 'photograph', 'se', 'lanc', 'trouss', 'meurtri', 'qui', 'tent', 'd', 'assassin', 'fill', 'célebr', 'professeur', 'il', 'se', 'rend', 'men', 'enquêt', 'qui', 'est', 'donc', 'agresseur', 'quel', 'est', 'son', 'mobil', 'surtout', 'comment', 't', 'il', 'pu', 's', 'échapp', 'qui', 'était', 'ferm', 'intérieur']",policier,44
"['bienvenu', 'bord', 'grand', 'compagn', 'maritim', 'comm', 'erreur', 'chois', 'amant', 'son', 'patron', 'avant', 'd', 'embarqu', 'croisi', 'inaugural', 'fleuron', 'flott', 'il', 'décid', 'débarqu', 'sa', 'vi', 'son', 'boulot', 'certain', 'femm', 'se', 'vengent', 'poison', 'arme', 'feu', 'calomn', 'elle', 'elle', 'chois', 'chômeur', 'flamboi', 'qui', 'tout', 'rat', 'terr', 'qui', 'se', 'dit', 'qu', 'apres', 'tout', 'mer', 'recrut', 'comm', 'anim', 'il', 'va', 'd', 'abord', 'se', 'rével', 'être', 'pir', 'cauchemar', 'pdg', 'puis', 'peu', 'peu', 'ce', 'pal', 'mer', 'va', 'trouv', 'sa', 'voi', 'amour', 'succes', 'il', 'chang', 'sa', 'vi', 'cel', 'tous', 'ceux', 'qui', 'crois', 'sa', 'rout', 'bord']",comédie,86
"['voilà', 'que', 'gardien', 'nuit', 'son', 'état', 'est', 'pris', 'flagr', 'del', 'son', 'patron', 'lui', 'brand', 'sous', 'nez', 'derni', 'numéro', 'quoi', 'hebdo', 'qui', 'traqu', 'vi', 'priv', 'vedet', 'il', 'fait', 'pag', 'couvertur', 'just', 'derri', 'star', 'flagr', 'del', 'd', 'adulter', 'dan', 'tribun', 'd', 'stad', 'football', 'il', 'ne', 'peut', 'pas', 'ni', 'c', 'est', 'bien', 'lui', 'troisiem', 'rang', 'cour', 'bordeau', 'frank', 'décid', 'retrouv', 'malapr', 'photograph', 'qui', 'vient', 'fair', 'lui', 'chômeur']",comédie,64
"['somm', 'nous', 'maîtr', 'notr', 'destin', 'somm', 'nous', 'manipul', 'forc', 'invisibl', 'entrevoit', 'aven', 'que', 'lui', 'réserv', 'se', 'rend', 'compt', 'qu', 'il', 'aspir', 'autr', 'vi', 'que', 'cel', 'qui', 'lui', 'été', 'trac', 'y', 'parven', 'il', 'va', 'devoir', 'poursuivr', 'femm', 'dont', 'il', 'est', 'tomb', 'foll', 'amour', 'traver', 'ru', 'se', 'réseau', 'souterrain']",science fiction,47
"['cach', 'âgé', 'vit', 'dan', 'maison', 'spécialis', 'depuis', 'cel', 'ci', 'décid', 'd', 'écrir', 'son', 'autobiograph', 'ce', 'qui', 'réveil', 'souvenir', 'troubl']",drame,19
"['drôl', 'dram', 'tres', 'sérieux', 'professeur', 'botan', 'n', 'est', 'autr', 'que', 'auteur', 'roman', 'polici', 'évequ', 'cousin', 'd', 'n', 'apprec', 'guer', 'ce', 'genr', 'littératur', 'déclar', 'bien', 'fort', 'lor', 'd', 'soup', 'où', 'il', 'est', 'invit', 'chez', 'absenc', 'femm', 'ce', 'soup', 'va', 'déclench', 'ser', 'quiproquos', 'fort', 'amus']",comédie,43
"['hrund', 'v', 'acteur', 'indien', 'est', 'engag', 'studio', 'hollywoodien', 'interpret', 'soldat', 'indigen', 'dan', 'remak', 'fais', 'preuv', 'd', 'terribl', 'maladress', 'il', 'fait', 'explos', 'coûteux', 'décor', 'exasper', 'producteur', 'demand', 'ce', 'que', 'nom', 'soit', 'inscrit', 'list', 'noir', 'mais', 'suit', 'quiproquo', 'comédien', 'indien', 'se', 'retrouv', 'fait', 'invit', 'soir', 'annuel', 'studio']",comédie,45
